path,x0,y0,x1,y1
./imgs/img_00171.jpg,57,172,94,209
./imgs/img_00172.jpg,101,69,149,117
./imgs/img_00173.jpg,126,150,176,200
./imgs/img_00174.jpg,60,145,98,183
./imgs/img_00175.jpg,78,111,112,145
./imgs/img_00176.jpg,128,59,161,92
./imgs/img_00177.jpg,147,58,182,93
./imgs/img_00178.jpg,73,204,108,239
./imgs/img_00179.jpg,47,162,81,196
./imgs/img_00180.jpg,78,41,116,79
./imgs/img_00181.jpg,84,75,118,109
./imgs/img_00182.jpg,98,224,141,267
./imgs/img_00183.jpg,96,64,130,98
./imgs/img_00184.jpg,68,64,104,100
./imgs/img_00185.jpg,55,139,87,171
./imgs/img_00186.jpg,101,48,147,94
./imgs/img_00187.jpg,71,194,108,231
./imgs/img_00188.jpg,49,56,94,101
./imgs/img_00189.jpg,39,210,73,244
./imgs/img_00190.jpg,98,78,128,108
./imgs/img_00191.jpg,110,71,141,102
./imgs/img_00192.jpg,145,232,176,263
./imgs/img_00193.jpg,65,99,114,148
./imgs/img_00194.jpg,131,31,161,61
./imgs/img_00195.jpg,92,103,125,136
./imgs/img_00196.jpg,103,145,144,186
./imgs/img_00197.jpg,201,40,235,74
./imgs/img_00198.jpg,163,168,197,202
./imgs/img_00199.jpg,50,54,91,95
./imgs/img_00200.jpg,114,70,149,105
./imgs/img_00201.jpg,216,148,261,193
./imgs/img_00202.jpg,186,111,223,148
./imgs/img_00203.jpg,42,84,84,126
./imgs/img_00204.jpg,116,90,160,134
./imgs/img_00205.jpg,50,38,88,76
./imgs/img_00206.jpg,57,48,100,91
./imgs/img_00207.jpg,61,49,110,98
./imgs/img_00208.jpg,40,79,75,114
./imgs/img_00209.jpg,47,166,89,208
./imgs/img_00210.jpg,66,63,111,108
./imgs/img_00211.jpg,62,74,106,118
./imgs/img_00212.jpg,100,131,135,166
./imgs/img_00213.jpg,124,50,158,84
./imgs/img_00214.jpg,55,101,87,133
./imgs/img_00215.jpg,77,182,125,230
./imgs/img_00216.jpg,177,85,209,117
./imgs/img_00217.jpg,102,73,132,103
./imgs/img_00218.jpg,122,92,159,129
./imgs/img_00219.jpg,96,58,144,106
./imgs/img_00220.jpg,125,68,166,109
./imgs/img_00221.jpg,102,84,152,134
./imgs/img_00222.jpg,126,60,164,98
./imgs/img_00223.jpg,53,116,86,149
./imgs/img_00224.jpg,72,149,119,196
./imgs/img_00225.jpg,108,102,141,135
./imgs/img_00226.jpg,65,130,106,171
./imgs/img_00227.jpg,84,130,120,166
./imgs/img_00228.jpg,154,74,191,111
./imgs/img_00229.jpg,130,71,176,117
./imgs/img_00230.jpg,70,71,111,112
./imgs/img_00231.jpg,88,144,119,175
./imgs/img_00232.jpg,103,136,143,176
./imgs/img_00233.jpg,31,80,61,110
./imgs/img_00234.jpg,62,61,105,104
./imgs/img_00235.jpg,69,112,107,150
./imgs/img_00236.jpg,125,106,171,152
./imgs/img_00237.jpg,113,132,158,177
./imgs/img_00238.jpg,126,188,173,235
./imgs/img_00239.jpg,153,95,189,131
./imgs/img_00240.jpg,137,61,184,108
./imgs/img_00241.jpg,58,151,91,184
./imgs/img_00242.jpg,69,108,113,152
./imgs/img_00243.jpg,217,108,267,158
./imgs/img_00244.jpg,58,37,90,69
./imgs/img_00245.jpg,114,72,162,120
./imgs/img_00246.jpg,103,136,151,184
./imgs/img_00247.jpg,126,64,170,108
./imgs/img_00248.jpg,153,48,201,96
./imgs/img_00249.jpg,122,61,172,111
./imgs/img_00250.jpg,161,80,202,121
./imgs/img_00251.jpg,103,113,152,162
./imgs/img_00252.jpg,74,93,123,142
./imgs/img_00253.jpg,121,167,158,204
./imgs/img_00254.jpg,70,103,105,138
./imgs/img_00255.jpg,68,55,106,93
./imgs/img_00256.jpg,133,85,164,116
./imgs/img_00257.jpg,142,111,176,145
./imgs/img_00258.jpg,96,94,135,133
./imgs/img_00259.jpg,63,50,110,97
./imgs/img_00260.jpg,39,146,69,176
./imgs/img_00261.jpg,72,207,111,246
./imgs/img_00262.jpg,78,155,109,186
./imgs/img_00263.jpg,201,33,232,64
./imgs/img_00264.jpg,102,86,134,118
./imgs/img_00265.jpg,51,40,81,70
./imgs/img_00266.jpg,165,85,207,127
./imgs/img_00267.jpg,110,48,149,87
./imgs/img_00268.jpg,49,106,94,151
./imgs/img_00269.jpg,97,139,133,175
./imgs/img_00270.jpg,77,101,116,140
./imgs/img_00271.jpg,96,78,146,128
./imgs/img_00272.jpg,98,169,129,200
./imgs/img_00273.jpg,50,151,86,187
./imgs/img_00274.jpg,58,81,104,127
./imgs/img_00275.jpg,35,71,69,105
./imgs/img_00276.jpg,51,41,91,81
./imgs/img_00277.jpg,65,68,108,111
./imgs/img_00278.jpg,44,214,80,250
./imgs/img_00279.jpg,165,84,211,130
./imgs/img_00280.jpg,89,181,123,215
./imgs/img_00281.jpg,157,125,187,155
./imgs/img_00282.jpg,74,54,123,103
./imgs/img_00283.jpg,80,68,120,108
./imgs/img_00284.jpg,54,61,95,102
./imgs/img_00285.jpg,55,175,105,225
./imgs/img_00286.jpg,82,104,120,142
./imgs/img_00287.jpg,118,90,159,131
./imgs/img_00288.jpg,142,130,183,171
./imgs/img_00289.jpg,89,119,132,162
./imgs/img_00290.jpg,41,223,82,264
./imgs/img_00291.jpg,130,42,167,79
./imgs/img_00292.jpg,150,72,199,121
./imgs/img_00293.jpg,66,236,116,286
./imgs/img_00294.jpg,148,118,198,168
./imgs/img_00295.jpg,104,221,150,267
./imgs/img_00296.jpg,190,138,223,171
./imgs/img_00297.jpg,65,115,112,162
./imgs/img_00298.jpg,134,165,182,213
./imgs/img_00299.jpg,105,117,154,166
./imgs/img_00300.jpg,91,78,138,125
./imgs/img_00301.jpg,162,81,200,119
./imgs/img_00302.jpg,48,50,96,98
./imgs/img_00303.jpg,46,46,89,89
./imgs/img_00304.jpg,86,208,128,250
./imgs/img_00305.jpg,66,116,107,157
./imgs/img_00306.jpg,103,134,140,171
./imgs/img_00307.jpg,147,125,197,175
./imgs/img_00308.jpg,52,84,89,121
./imgs/img_00309.jpg,44,53,82,91
./imgs/img_00310.jpg,81,62,124,105
./imgs/img_00311.jpg,217,143,247,173
./imgs/img_00312.jpg,75,129,114,168
./imgs/img_00313.jpg,48,63,85,100
./imgs/img_00314.jpg,36,193,70,227
./imgs/img_00315.jpg,73,130,105,162
./imgs/img_00316.jpg,81,77,118,114
./imgs/img_00317.jpg,87,63,119,95
./imgs/img_00318.jpg,106,135,141,170
./imgs/img_00319.jpg,179,163,219,203
./imgs/img_00320.jpg,104,143,144,183
./imgs/img_00321.jpg,71,98,103,130
./imgs/img_00322.jpg,124,55,157,88
./imgs/img_00323.jpg,96,86,135,125
./imgs/img_00324.jpg,65,69,114,118
./imgs/img_00325.jpg,145,73,188,116
./imgs/img_00326.jpg,125,174,165,214
./imgs/img_00327.jpg,62,38,96,72
./imgs/img_00328.jpg,116,98,163,145
./imgs/img_00329.jpg,50,164,82,196
./imgs/img_00330.jpg,101,47,137,83
./imgs/img_00331.jpg,56,199,101,244
./imgs/img_00332.jpg,64,36,98,70
./imgs/img_00333.jpg,182,98,213,129
./imgs/img_00334.jpg,134,56,172,94
./imgs/img_00335.jpg,57,50,95,88
./imgs/img_00336.jpg,57,145,97,185
./imgs/img_00337.jpg,81,119,112,150
./imgs/img_00338.jpg,83,66,114,97
./imgs/img_00339.jpg,54,66,88,100
./imgs/img_00340.jpg,107,138,151,182
./imgs/img_00341.jpg,103,44,143,84
./imgs/img_00342.jpg,239,151,285,197
./imgs/img_00343.jpg,91,205,125,239
./imgs/img_00344.jpg,72,42,106,76
./imgs/img_00345.jpg,55,133,87,165
./imgs/img_00346.jpg,173,43,211,81
./imgs/img_00347.jpg,62,117,98,153
./imgs/img_00348.jpg,55,182,101,228
./imgs/img_00349.jpg,53,50,98,95
./imgs/img_00350.jpg,51,232,91,272
./imgs/img_00351.jpg,84,201,128,245
./imgs/img_00352.jpg,94,137,127,170
./imgs/img_00353.jpg,77,203,118,244
./imgs/img_00354.jpg,36,34,66,64
./imgs/img_00355.jpg,61,137,92,168
./imgs/img_00356.jpg,137,44,176,83
./imgs/img_00357.jpg,43,189,77,223
./imgs/img_00358.jpg,80,85,126,131
./imgs/img_00359.jpg,68,152,99,183
./imgs/img_00360.jpg,115,146,153,184
./imgs/img_00361.jpg,52,70,99,117
./imgs/img_00362.jpg,113,50,163,100
./imgs/img_00363.jpg,209,74,243,108
./imgs/img_00364.jpg,34,75,68,109
./imgs/img_00365.jpg,86,36,118,68
./imgs/img_00366.jpg,200,189,244,233
./imgs/img_00367.jpg,56,155,106,205
./imgs/img_00368.jpg,89,86,134,131
./imgs/img_00369.jpg,89,44,127,82
./imgs/img_00370.jpg,122,64,159,101
./imgs/img_00371.jpg,114,88,162,136
./imgs/img_00372.jpg,52,115,101,164
./imgs/img_00373.jpg,90,50,139,99
./imgs/img_00374.jpg,164,42,197,75
./imgs/img_00375.jpg,128,82,158,112
./imgs/img_00376.jpg,126,101,165,140
./imgs/img_00377.jpg,83,101,126,144
./imgs/img_00378.jpg,43,54,86,97
./imgs/img_00379.jpg,49,111,93,155
./imgs/img_00380.jpg,53,112,103,162
./imgs/img_00381.jpg,40,36,73,69
./imgs/img_00382.jpg,95,49,130,84
./imgs/img_00383.jpg,158,82,197,121
./imgs/img_00384.jpg,72,68,108,104
./imgs/img_00385.jpg,69,80,107,118
./imgs/img_00386.jpg,155,67,193,105
./imgs/img_00387.jpg,66,49,109,92
./imgs/img_00388.jpg,76,89,119,132
./imgs/img_00389.jpg,108,94,141,127
./imgs/img_00390.jpg,200,152,245,197
./imgs/img_00391.jpg,76,239,112,275
./imgs/img_00392.jpg,65,50,115,100
./imgs/img_00393.jpg,80,78,121,119
./imgs/img_00394.jpg,73,80,121,128
./imgs/img_00395.jpg,51,116,88,153
./imgs/img_00396.jpg,115,64,162,111
./imgs/img_00397.jpg,73,118,115,160
./imgs/img_00398.jpg,111,61,155,105
./imgs/img_00399.jpg,102,58,152,108
./imgs/img_00400.jpg,67,110,99,142
./imgs/img_00401.jpg,107,44,151,88
./imgs/img_00402.jpg,85,100,125,140
./imgs/img_00403.jpg,66,81,116,131
./imgs/img_00404.jpg,64,67,111,114
./imgs/img_00405.jpg,122,53,164,95
./imgs/img_00406.jpg,53,57,100,104
./imgs/img_00407.jpg,57,105,102,150
./imgs/img_00408.jpg,86,105,132,151
./imgs/img_00409.jpg,85,163,132,210
./imgs/img_00410.jpg,99,89,146,136
./imgs/img_00411.jpg,48,108,88,148
./imgs/img_00412.jpg,73,54,110,91
./imgs/img_00413.jpg,57,39,88,70
./imgs/img_00414.jpg,118,80,159,121
./imgs/img_00415.jpg,158,135,196,173
./imgs/img_00416.jpg,63,74,99,110
./imgs/img_00417.jpg,101,60,137,96
./imgs/img_00418.jpg,206,85,243,122
./imgs/img_00419.jpg,208,150,239,181
./imgs/img_00420.jpg,62,110,111,159
./imgs/img_00421.jpg,53,216,91,254
./imgs/img_00422.jpg,110,78,147,115
./imgs/img_00423.jpg,80,68,122,110
./imgs/img_00424.jpg,104,57,135,88
./imgs/img_00425.jpg,76,52,126,102
./imgs/img_00426.jpg,74,59,113,98
./imgs/img_00427.jpg,217,107,261,151
./imgs/img_00428.jpg,50,185,99,234
./imgs/img_00429.jpg,122,114,152,144
./imgs/img_00430.jpg,79,115,127,163
./imgs/img_00431.jpg,119,98,169,148
./imgs/img_00432.jpg,119,84,167,132
./imgs/img_00433.jpg,115,57,161,103
./imgs/img_00434.jpg,46,92,89,135
./imgs/img_00435.jpg,140,62,184,106
./imgs/img_00436.jpg,57,91,102,136
./imgs/img_00437.jpg,135,73,176,114
./imgs/img_00438.jpg,51,46,97,92
./imgs/img_00439.jpg,57,56,91,90
./imgs/img_00440.jpg,86,113,119,146
./imgs/img_00441.jpg,77,75,109,107
./imgs/img_00442.jpg,50,146,95,191
./imgs/img_00443.jpg,196,145,242,191
./imgs/img_00444.jpg,89,54,138,103
./imgs/img_00445.jpg,55,188,89,222
./imgs/img_00446.jpg,53,92,96,135
./imgs/img_00447.jpg,62,99,111,148
./imgs/img_00448.jpg,78,63,125,110
./imgs/img_00449.jpg,66,191,115,240
./imgs/img_00450.jpg,139,60,179,100
./imgs/img_00451.jpg,203,58,250,105
./imgs/img_00452.jpg,72,151,107,186
./imgs/img_00453.jpg,48,84,91,127
./imgs/img_00454.jpg,101,65,131,95
./imgs/img_00455.jpg,79,62,123,106
./imgs/img_00456.jpg,66,82,111,127
./imgs/img_00457.jpg,135,83,168,116
./imgs/img_00458.jpg,92,113,142,163
./imgs/img_00459.jpg,69,72,110,113
./imgs/img_00460.jpg,155,58,187,90
./imgs/img_00461.jpg,48,100,88,140
./imgs/img_00462.jpg,40,88,76,124
./imgs/img_00463.jpg,151,133,192,174
./imgs/img_00464.jpg,87,169,129,211
./imgs/img_00465.jpg,95,112,144,161
./imgs/img_00466.jpg,62,131,102,171
./imgs/img_00467.jpg,50,57,100,107
./imgs/img_00468.jpg,34,164,68,198
./imgs/img_00469.jpg,132,84,163,115
./imgs/img_00470.jpg,158,73,196,111
./imgs/img_00471.jpg,130,61,170,101
./imgs/img_00472.jpg,154,196,200,242
./imgs/img_00473.jpg,125,117,159,151
./imgs/img_00474.jpg,184,40,221,77
./imgs/img_00475.jpg,163,161,196,194
./imgs/img_00476.jpg,47,192,86,231
./imgs/img_00477.jpg,99,92,148,141
./imgs/img_00478.jpg,110,50,150,90
./imgs/img_00479.jpg,99,136,130,167
./imgs/img_00480.jpg,46,141,90,185
./imgs/img_00481.jpg,180,168,212,200
./imgs/img_00482.jpg,46,118,87,159
./imgs/img_00483.jpg,72,72,122,122
./imgs/img_00484.jpg,51,86,89,124
./imgs/img_00485.jpg,75,91,117,133
./imgs/img_00486.jpg,40,183,76,219
./imgs/img_00487.jpg,62,163,105,206
./imgs/img_00488.jpg,93,88,140,135
./imgs/img_00489.jpg,77,182,114,219
./imgs/img_00490.jpg,173,99,211,137
./imgs/img_00491.jpg,201,115,237,151
./imgs/img_00492.jpg,89,60,137,108
./imgs/img_00493.jpg,135,110,170,145
./imgs/img_00494.jpg,78,54,115,91
./imgs/img_00495.jpg,137,63,187,113
./imgs/img_00496.jpg,45,195,89,239
./imgs/img_00497.jpg,49,97,94,142
./imgs/img_00498.jpg,95,71,136,112
./imgs/img_00499.jpg,47,87,86,126
./imgs/img_00500.jpg,90,137,140,187
./imgs/img_00501.jpg,70,194,102,226
./imgs/img_00502.jpg,165,148,202,185
./imgs/img_00503.jpg,147,93,189,135
./imgs/img_00504.jpg,76,111,110,145
./imgs/img_00505.jpg,116,131,161,176
./imgs/img_00506.jpg,84,178,133,227
./imgs/img_00507.jpg,68,73,100,105
./imgs/img_00508.jpg,155,211,185,241
./imgs/img_00509.jpg,87,57,117,87
./imgs/img_00510.jpg,75,151,119,195
./imgs/img_00511.jpg,118,74,165,121
./imgs/img_00512.jpg,81,238,114,271
./imgs/img_00513.jpg,56,31,87,62
./imgs/img_00514.jpg,48,206,91,249
./imgs/img_00515.jpg,51,62,97,108
./imgs/img_00516.jpg,61,116,105,160
./imgs/img_00517.jpg,69,115,104,150
./imgs/img_00518.jpg,110,143,149,182
./imgs/img_00519.jpg,68,153,112,197
./imgs/img_00520.jpg,114,94,147,127
./imgs/img_00521.jpg,75,85,124,134
./imgs/img_00522.jpg,58,86,89,117
./imgs/img_00523.jpg,51,56,82,87
./imgs/img_00524.jpg,48,59,87,98
./imgs/img_00525.jpg,57,51,89,83
./imgs/img_00526.jpg,92,134,125,167
./imgs/img_00527.jpg,98,75,147,124
./imgs/img_00528.jpg,128,171,159,202
./imgs/img_00529.jpg,95,49,134,88
./imgs/img_00530.jpg,70,45,112,87
./imgs/img_00531.jpg,77,85,125,133
./imgs/img_00532.jpg,59,71,96,108
./imgs/img_00533.jpg,121,81,162,122
./imgs/img_00534.jpg,50,92,87,129
./imgs/img_00535.jpg,62,76,104,118
./imgs/img_00536.jpg,104,103,145,144
./imgs/img_00537.jpg,182,138,229,185
./imgs/img_00538.jpg,88,43,129,84
./imgs/img_00539.jpg,89,60,129,100
./imgs/img_00540.jpg,188,51,224,87
./imgs/img_00541.jpg,174,70,212,108
./imgs/img_00542.jpg,56,37,87,68
./imgs/img_00543.jpg,166,66,213,113
./imgs/img_00544.jpg,152,48,191,87
./imgs/img_00545.jpg,151,72,188,109
./imgs/img_00546.jpg,211,118,260,167
./imgs/img_00547.jpg,77,80,109,112
./imgs/img_00548.jpg,49,72,96,119
./imgs/img_00549.jpg,59,54,103,98
./imgs/img_00550.jpg,54,44,88,78
./imgs/img_00551.jpg,147,215,188,256
./imgs/img_00552.jpg,88,37,119,68
./imgs/img_00553.jpg,113,73,154,114
./imgs/img_00554.jpg,44,230,76,262
./imgs/img_00555.jpg,60,185,104,229
./imgs/img_00556.jpg,64,143,113,192
./imgs/img_00557.jpg,56,223,98,265
./imgs/img_00558.jpg,52,57,84,89
./imgs/img_00559.jpg,52,66,97,111
./imgs/img_00560.jpg,105,106,147,148
./imgs/img_00561.jpg,41,212,79,250
./imgs/img_00562.jpg,93,68,126,101
./imgs/img_00563.jpg,75,49,121,95
./imgs/img_00564.jpg,104,79,151,126
./imgs/img_00565.jpg,109,85,156,132
./imgs/img_00566.jpg,80,31,110,61
./imgs/img_00567.jpg,49,62,91,104
./imgs/img_00568.jpg,48,121,94,167
./imgs/img_00569.jpg,74,182,118,226
./imgs/img_00570.jpg,60,70,101,111
./imgs/img_00571.jpg,83,76,116,109
./imgs/img_00572.jpg,51,67,90,106
./imgs/img_00573.jpg,211,78,246,113
./imgs/img_00574.jpg,43,162,83,202
./imgs/img_00575.jpg,101,79,140,118
./imgs/img_00576.jpg,153,47,188,82
./imgs/img_00577.jpg,139,105,174,140
./imgs/img_00578.jpg,63,179,107,223
./imgs/img_00579.jpg,211,169,248,206
./imgs/img_00580.jpg,168,135,207,174
./imgs/img_00581.jpg,114,32,146,64
./imgs/img_00582.jpg,87,93,124,130
./imgs/img_00583.jpg,116,56,161,101
./imgs/img_00584.jpg,66,54,102,90
./imgs/img_00585.jpg,115,147,165,197
./imgs/img_00586.jpg,47,184,82,219
./imgs/img_00587.jpg,52,158,82,188
./imgs/img_00588.jpg,64,107,106,149
./imgs/img_00589.jpg,71,147,106,182
./imgs/img_00590.jpg,162,85,211,134
./imgs/img_00591.jpg,120,95,156,131
./imgs/img_00592.jpg,150,99,193,142
./imgs/img_00593.jpg,64,69,106,111
./imgs/img_00594.jpg,65,167,109,211
./imgs/img_00595.jpg,73,171,104,202
./imgs/img_00596.jpg,117,106,165,154
./imgs/img_00597.jpg,95,85,135,125
./imgs/img_00598.jpg,104,123,145,164
./imgs/img_00599.jpg,63,69,95,101
./imgs/img_00600.jpg,99,73,132,106
./imgs/img_00601.jpg,107,168,157,218
./imgs/img_00602.jpg,66,146,97,177
./imgs/img_00603.jpg,36,47,68,79
./imgs/img_00604.jpg,80,36,112,68
./imgs/img_00605.jpg,39,64,77,102
./imgs/img_00606.jpg,182,74,214,106
./imgs/img_00607.jpg,54,62,95,103
./imgs/img_00608.jpg,110,64,151,105
./imgs/img_00609.jpg,217,100,262,145
./imgs/img_00610.jpg,86,105,120,139
./imgs/img_00611.jpg,43,52,86,95
./imgs/img_00612.jpg,44,102,81,139
./imgs/img_00613.jpg,181,81,221,121
./imgs/img_00614.jpg,247,96,288,137
./imgs/img_00615.jpg,84,124,134,174
./imgs/img_00616.jpg,143,124,177,158
./imgs/img_00617.jpg,54,80,94,120
./imgs/img_00618.jpg,99,53,140,94
./imgs/img_00619.jpg,155,162,191,198
./imgs/img_00620.jpg,162,194,202,234
./imgs/img_00621.jpg,87,108,129,150
./imgs/img_00622.jpg,30,55,60,85
./imgs/img_00623.jpg,62,46,108,92
./imgs/img_00624.jpg,213,111,255,153
./imgs/img_00625.jpg,57,126,103,172
./imgs/img_00626.jpg,154,142,200,188
./imgs/img_00627.jpg,35,82,70,117
./imgs/img_00628.jpg,83,52,133,102
./imgs/img_00629.jpg,163,55,197,89
./imgs/img_00630.jpg,135,109,170,144
./imgs/img_00631.jpg,171,53,205,87
./imgs/img_00632.jpg,54,105,97,148
./imgs/img_00633.jpg,50,59,100,109
./imgs/img_00634.jpg,52,171,101,220
